session_id,label,split,group_sha256,event_token,verification_result_path,trajectory_path,projection_request_path
cocc-00033-8f16d07336,0,test,45553cb1d7ff20a12ab1cb54e5f5f4d625f27ec5f13be96ebf4912745d217258,3807,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00033-8f16d07336.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00033-8f16d07336\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00033-8f16d07336.json
cocc-00034-ef66c8d0fe,0,test,fd945d13065fc7072c851fb5a0c86b8752e6a626ccdb3f32c77fc468bff0a61b,7184,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00034-ef66c8d0fe.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00034-ef66c8d0fe\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00034-ef66c8d0fe.json
cocc-00035-da0d754e4c,1,test,8202c37e994f4722947e63d7fa9193fc924fe0d3ea11f7fba2fbf11ef6bab963,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00035-da0d754e4c.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00035-da0d754e4c\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00035-da0d754e4c.json
cocc-00036-a2ebb807cb,0,test,c66f1f34f49381e467d3abd43c77947f5d1dd362fd0eec6c2c1f27233ae9adf9,6763,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00036-a2ebb807cb.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00036-a2ebb807cb\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00036-a2ebb807cb.json
cocc-00037-57e74e8e51,0,test,caa6a0f78b21879ac0cd9221fbf8a4ca335eb29e1f516cc201dffa3d96955817,10709,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00037-57e74e8e51.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00037-57e74e8e51\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00037-57e74e8e51.json
cocc-00038-1878468b7d,0,test,5395e1ae8455cd547ea5604debe13e62a1407ce44e55ddf7dc2afd3c221b364e,11938,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00038-1878468b7d.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00038-1878468b7d\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00038-1878468b7d.json
cocc-00039-43e7822825,1,test,a754049ffb01baaea795203c823895120373619b79ac87fee9351ad3dea41064,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00039-43e7822825.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00039-43e7822825\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00039-43e7822825.json
cocc-00040-2d88415ad8,0,test,a3f0ac6f4436d7e6757a4e990486299f1a37db9a2de46df297fb2a24f2e9d5d8,4212,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00040-2d88415ad8.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00040-2d88415ad8\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00040-2d88415ad8.json
cocc-00041-c58e56c7ac,0,test,db5989a78dd31d0ccfe36eb3c60d8b98150ddbd8a7ae6edb927eb821c8d81284,12707,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00041-c58e56c7ac.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00041-c58e56c7ac\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00041-c58e56c7ac.json
cocc-00042-13ff887a20,0,test,99dbbc4aad5da980a3b5035ff28d2e9f828d973cf7be91cdf3b6886741879371,15549,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00042-13ff887a20.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00042-13ff887a20\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00042-13ff887a20.json
cocc-00043-dfd9354fb9,0,test,c60e2531069d760043cbb36969aeb5cb24f86fd779483a370ce2af110e6b6a4b,6879,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00043-dfd9354fb9.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00043-dfd9354fb9\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00043-dfd9354fb9.json
cocc-00044-074e463564,1,test,3b063d4c746d45e954242fdbf617d02faa99779e9cafec7030446f7d19e92503,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00044-074e463564.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00044-074e463564\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00044-074e463564.json
cocc-00045-6a1bb82c62,1,test,d7cee86db1db18fe93e067b9519cca02a3aee1be78423a3a2e1f4c9dbe6938cc,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00045-6a1bb82c62.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00045-6a1bb82c62\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00045-6a1bb82c62.json
cocc-00046-6ddd1a5974,0,test,5bac544801aae74006c17fb7a33662d7aace0eec80b8cfbf45c4592182396ff3,1769,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00046-6ddd1a5974.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00046-6ddd1a5974\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00046-6ddd1a5974.json
cocc-00047-d62a614ff2,0,test,a8d248c5eda6fa32253b67ea3613fd9e74ce099bc701e807c6d8fbd714e6b040,7826,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00047-d62a614ff2.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00047-d62a614ff2\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00047-d62a614ff2.json
cocc-00048-a97b0e0328,0,test,95f180e417e425f00e97c5a95bfe534c0b1c90d9d8115c9acad2c04c8d6cb246,12857,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00048-a97b0e0328.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00048-a97b0e0328\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00048-a97b0e0328.json
cocc-00049-14dc6841ac,1,test,f6eae85999665a143e89b2a330cafccf5a8228a57af08ab5a92e7af4a0a470d5,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00049-14dc6841ac.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00049-14dc6841ac\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00049-14dc6841ac.json
cocc-00050-0a7a262035,1,test,ada4f0b8bc65ecbaf7ad150371a2b9c288115181d0e560ab73dddbb2bfb9c1de,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00050-0a7a262035.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00050-0a7a262035\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00050-0a7a262035.json
cocc-00051-b94280daf2,0,test,b1c04228b4390d096a51a514158dc78610e57887c529ffb1a155506494173014,6430,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00051-b94280daf2.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00051-b94280daf2\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00051-b94280daf2.json
cocc-00052-3141d381a8,1,test,5c97197b404962d412ef9f17829c4948577353989fd394f495a7be19af201258,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00052-3141d381a8.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00052-3141d381a8\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00052-3141d381a8.json
cocc-00053-799b3b1834,0,test,70eefe232775bb9dabfd26be7e58e23913eab00dc471e2e8dae1795067de437f,11166,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00053-799b3b1834.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00053-799b3b1834\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00053-799b3b1834.json
cocc-00054-635a182456,0,test,abcc98cc68f8429be4e0a4e6094f01bcaaf85ca38418c1511210629fb8697a06,5794,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00054-635a182456.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00054-635a182456\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00054-635a182456.json
cocc-00055-375eec078a,0,test,37d03b4246ba25e6f2a5d2ce6c836fcb3ab0fcbd6e7955d85efff1dbd5c9ccca,11911,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00055-375eec078a.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00055-375eec078a\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00055-375eec078a.json
cocc-00056-d4fbc0aa59,0,test,72a2d4365f37780690ee9d05b9a173e9036187fbfd5b5ae61785c5d5b0bf8a8a,13341,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00056-d4fbc0aa59.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00056-d4fbc0aa59\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00056-d4fbc0aa59.json
cocc-00057-6d8a2f325a,0,test,7f59051d004a7ac406880e4122e7cd0dd7995ef0ae9be2c9f7ddc6683b7f0357,13642,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00057-6d8a2f325a.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00057-6d8a2f325a\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00057-6d8a2f325a.json
cocc-00058-7e079af4ce,0,test,10dc3974968a40b48292568b0ac0a2c73f569f48f6b83c36e3c0fc23c0a6ff8d,9446,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00058-7e079af4ce.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00058-7e079af4ce\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00058-7e079af4ce.json
cocc-00059-6d62ddb329,0,test,bc805497f86694cef2e1cf6df62989cb818f69a80f4fb170e5b7cd66aef5d64b,1399,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00059-6d62ddb329.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00059-6d62ddb329\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00059-6d62ddb329.json
cocc-00060-9871f38168,1,test,f214511db60e3b4eb57e040c6b936d2ba8d49afd109853c45d28aa9c3cf911b3,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00060-9871f38168.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00060-9871f38168\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00060-9871f38168.json
cocc-00061-d89098cab4,0,test,be749fcc6211147583baa096673ca97a25a67ea40456a0dc064997f60675445c,4104,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00061-d89098cab4.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00061-d89098cab4\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00061-d89098cab4.json
cocc-00062-8eccf2427c,0,test,6d9eed144ee7038c5d3d1b16fc6f63fdfcdb34b0c9344f8026d7b99a092d86bd,13142,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00062-8eccf2427c.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00062-8eccf2427c\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00062-8eccf2427c.json
cocc-00063-ededb38644,0,test,5787a7c37cfbfc46e4a8700b1cd64c7d6ebcc465d4e781bd622be72890cd9281,14365,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00063-ededb38644.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00063-ededb38644\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00063-ededb38644.json
cocc-00064-cfd5869891,1,test,8835f492a7c86f65d900be580894bbc8f8becf17daa5c20ca2ba9526c7f7adbf,16383,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00064-cfd5869891.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00064-cfd5869891\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00064-cfd5869891.json
cocc-00065-413583b258,0,test,a5e45791a59e46e829080e10719763bd4297d8e7095859779a4d5c1fd10fe320,4378,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00065-413583b258.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00065-413583b258\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00065-413583b258.json
cocc-00066-faf0cd180c,0,test,5ca78d60306335e9cdf1efa886dd54cb3d06100d29c1099f11c1389e15ca0816,8316,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00066-faf0cd180c.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00066-faf0cd180c\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00066-faf0cd180c.json
cocc-00067-88b6e8e3cc,0,test,09c2a7bba8d858ad8cdcef6f5376da964432a866098797690c22fd25468a560f,14242,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00067-88b6e8e3cc.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00067-88b6e8e3cc\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00067-88b6e8e3cc.json
cocc-00068-732aa84e41,0,test,36be8183ad9f1ed708b2adf1fa35c18d9aa1cc99c0670b430a22378ee35ca8db,7073,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00068-732aa84e41.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00068-732aa84e41\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00068-732aa84e41.json
cocc-00069-3432f85fc0,0,test,e29afc813de881a46eadc804f6755dc929d192daecedfd7cb639f42a6d3fd00a,12477,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00069-3432f85fc0.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00069-3432f85fc0\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00069-3432f85fc0.json
cocc-00070-8c07513fdd,0,test,1ff006fc1ff9c40f77c796b1386ec9b2e03c026af03a843c52bdde501cd49221,5788,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00070-8c07513fdd.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00070-8c07513fdd\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00070-8c07513fdd.json
cocc-00071-6c7cc06d30,0,test,db3ce696964d3f1a802772d5133b59c5a54b445241c5efae6a2e6cef5b6dd4e4,13830,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00071-6c7cc06d30.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00071-6c7cc06d30\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00071-6c7cc06d30.json
cocc-00072-30fe36f007,0,test,d8a1082b68a287d591a958486dc8e132b2ef7673a21ec940917a6ba13fab69da,13090,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\verification\results\cocc-00072-30fe36f007.json,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\cocc-00072-30fe36f007\trajectory.jsonl,run_outputs\cocc_mistral_medium_3_5_confirmatory_v5\projection\requests\cocc-00072-30fe36f007.json
